model,dataset,data_dir,dataset_key,method,compression_ratio,fraction,score_name,score,lower_is_better,metrics_path,config_path,predictions_path,status
llama31_8b_instruct,longbench,2wikimqa,longbench:2wikimqa,chunkkv,0.5,1.0,score,49.93,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__chunkkv__r0p5/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__chunkkv__r0p5/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__chunkkv__r0p5/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,2wikimqa,longbench:2wikimqa,chunkkv,0.6,1.0,score,48.7,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__chunkkv__r0p6/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.60__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__chunkkv__r0p6/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.60__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__chunkkv__r0p6/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.60__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,2wikimqa,longbench:2wikimqa,chunkkv,0.7,1.0,score,46.8,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__chunkkv__r0p7/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.70__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__chunkkv__r0p7/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.70__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__chunkkv__r0p7/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.70__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,2wikimqa,longbench:2wikimqa,chunkkv,0.8,1.0,score,46.94,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__chunkkv__r0p8/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.80__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__chunkkv__r0p8/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.80__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__chunkkv__r0p8/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.80__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,2wikimqa,longbench:2wikimqa,snapkv,0.3,1.0,score,51.1,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p3/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.30__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p3/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.30__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p3/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.30__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,2wikimqa,longbench:2wikimqa,snapkv,0.4,1.0,score,51.71,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p4/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.40__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p4/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.40__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p4/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.40__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,2wikimqa,longbench:2wikimqa,snapkv,0.5,0.01,score,0.0,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p5/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.50__fraction0.010__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p5/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.50__fraction0.010__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p5/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.50__fraction0.010__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,2wikimqa,longbench:2wikimqa,snapkv,0.5,1.0,score,50.48,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p5/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.50__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p5/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.50__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p5/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.50__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,2wikimqa,longbench:2wikimqa,snapkv,0.6,1.0,score,50.15,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p6/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.60__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p6/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.60__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p6/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.60__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,2wikimqa,longbench:2wikimqa,snapkv,0.7,1.0,score,50.7,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p7/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.70__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p7/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.70__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p7/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.70__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,2wikimqa,longbench:2wikimqa,snapkv,0.8,1.0,score,49.08,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p8/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.80__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p8/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.80__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_2wikimqa__snapkv__r0p8/longbench__2wikimqa__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.80__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,hotpotqa,longbench:hotpotqa,blockwise,0.3,1.0,score,58.82,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_hotpotqa__blockwise__r0p3/longbench__hotpotqa__--Tan--mo-4a9a52dc19__block_wise__0.30__query_aware__qwindow64__topk4__cd936224a740/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_hotpotqa__blockwise__r0p3/longbench__hotpotqa__--Tan--mo-4a9a52dc19__block_wise__0.30__query_aware__qwindow64__topk4__cd936224a740/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_hotpotqa__blockwise__r0p3/longbench__hotpotqa__--Tan--mo-4a9a52dc19__block_wise__0.30__query_aware__qwindow64__topk4__cd936224a740/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,hotpotqa,longbench:hotpotqa,blockwise,0.4,1.0,score,58.96,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_hotpotqa__blockwise__r0p4/longbench__hotpotqa__--Tan--mo-4a9a52dc19__block_wise__0.40__query_aware__qwindow64__topk4__c148d2764ee9/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_hotpotqa__blockwise__r0p4/longbench__hotpotqa__--Tan--mo-4a9a52dc19__block_wise__0.40__query_aware__qwindow64__topk4__c148d2764ee9/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_hotpotqa__blockwise__r0p4/longbench__hotpotqa__--Tan--mo-4a9a52dc19__block_wise__0.40__query_aware__qwindow64__topk4__c148d2764ee9/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,hotpotqa,longbench:hotpotqa,blockwise,0.5,0.01,score,53.33,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_hotpotqa__blockwise__r0p5/longbench__hotpotqa__--Tan--mo-4a9a52dc19__block_wise__0.50__fraction0.010__query_aware__qwindow64__03ae769b5778/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_hotpotqa__blockwise__r0p5/longbench__hotpotqa__--Tan--mo-4a9a52dc19__block_wise__0.50__fraction0.010__query_aware__qwindow64__03ae769b5778/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_hotpotqa__blockwise__r0p5/longbench__hotpotqa__--Tan--mo-4a9a52dc19__block_wise__0.50__fraction0.010__query_aware__qwindow64__03ae769b5778/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,hotpotqa,longbench:hotpotqa,blockwise,0.5,1.0,score,58.0,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_hotpotqa__blockwise__r0p5/longbench__hotpotqa__--Tan--mo-4a9a52dc19__block_wise__0.50__query_aware__qwindow64__topk4__788ce6b7aa0c/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_hotpotqa__blockwise__r0p5/longbench__hotpotqa__--Tan--mo-4a9a52dc19__block_wise__0.50__query_aware__qwindow64__topk4__788ce6b7aa0c/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_hotpotqa__blockwise__r0p5/longbench__hotpotqa__--Tan--mo-4a9a52dc19__block_wise__0.50__query_aware__qwindow64__topk4__788ce6b7aa0c/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,hotpotqa,longbench:hotpotqa,blockwise,0.6,1.0,score,57.39,False,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_hotpotqa__blockwise__r0p6/longbench__hotpotqa__--Tan--mo-4a9a52dc19__block_wise__0.60__query_aware__qwindow64__topk4__ffc30e8d6dc7/ATC26_metrics.json,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_hotpotqa__blockwise__r0p6/longbench__hotpotqa__--Tan--mo-4a9a52dc19__block_wise__0.60__query_aware__qwindow64__topk4__ffc30e8d6dc7/ATC26_config.yaml,evaluation/results/experiments/ATC26_prefill_sweep_blockwise_snapkv_chunkkv_longbench_needle_pg19/artifacts/raw/llama31_8b_instruct__longbench_hotpotqa__blockwise__r0p6/longbench__hotpotqa__--Tan--mo-4a9a52dc19__block_wise__0.60__query_aware__qwindow64__topk4__ffc30e8d6dc7/ATC26_predictions.csv,success
