method,context_length,needle_depth,compression_ratio,correct,rouge_l_f1,predicted_answer,needle,result_dir
block_wise,16384,100,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context16384__query_aware__qwindow64__topk4__b40edf655af0
block_wise,4096,0,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context4096__query_aware__qwindow64__topk4__4776353387fb
block_wise,4096,10,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context4096__query_aware__qwindow64__topk4__4776353387fb
block_wise,4096,20,0.5,0,0.7499999953125,to eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context4096__query_aware__qwindow64__topk4__4776353387fb
block_wise,4096,30,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context4096__query_aware__qwindow64__topk4__4776353387fb
block_wise,4096,40,0.5,0,0.7499999953125,to eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context4096__query_aware__qwindow64__topk4__4776353387fb
block_wise,4096,50,0.5,0,0.5714285673469389,eat a sandwich and sit in Dolores Park.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context4096__query_aware__qwindow64__topk4__4776353387fb
block_wise,4096,60,0.5,0,0.7499999953125,to eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context4096__query_aware__qwindow64__topk4__4776353387fb
block_wise,4096,70,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context4096__query_aware__qwindow64__topk4__4776353387fb
block_wise,4096,80,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context4096__query_aware__qwindow64__topk4__4776353387fb
block_wise,4096,90,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context4096__query_aware__qwindow64__topk4__4776353387fb
block_wise,4096,100,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context4096__query_aware__qwindow64__topk4__4776353387fb
block_wise,8192,0,0.5,0,0.7499999953125,to eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context8192__query_aware__qwindow64__topk4__779e19607bea
block_wise,8192,10,0.5,0,0.6341463364663892,to eat a sandwich and sit in Dolores Park on a sunny day. This is mentioned in the December 2010 passage as a suggestion.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context8192__query_aware__qwindow64__topk4__779e19607bea
block_wise,8192,20,0.5,0,0.6206896508917956,to eat a sandwich and sit in Dolores Park.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context8192__query_aware__qwindow64__topk4__779e19607bea
block_wise,8192,30,0.5,0,0.6206896508917956,to eat a sandwich and sit in Dolores Park.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context8192__query_aware__qwindow64__topk4__779e19607bea
block_wise,8192,40,0.5,0,0.7499999953125,to eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context8192__query_aware__qwindow64__topk4__779e19607bea
block_wise,8192,50,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context8192__query_aware__qwindow64__topk4__779e19607bea
block_wise,8192,60,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context8192__query_aware__qwindow64__topk4__779e19607bea
block_wise,8192,70,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context8192__query_aware__qwindow64__topk4__779e19607bea
block_wise,8192,80,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context8192__query_aware__qwindow64__topk4__779e19607bea
block_wise,8192,90,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context8192__query_aware__qwindow64__topk4__779e19607bea
block_wise,8192,100,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.",/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--mo-4a9a52dc19__block_wise__0.50__max_context8192__query_aware__qwindow64__topk4__779e19607bea
chunkkv,16384,0,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context16384__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,16384,10,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context16384__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,16384,20,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context16384__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,16384,30,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context16384__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,16384,40,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context16384__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,16384,50,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context16384__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,16384,60,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context16384__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,16384,70,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context16384__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,16384,80,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context16384__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,16384,90,0.5,0,0.7499999953125,to eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context16384__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,16384,100,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context16384__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,32768,0,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context32768__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,32768,10,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context32768__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,32768,20,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context32768__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,32768,30,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context32768__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,32768,40,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context32768__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,32768,50,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context32768__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,32768,60,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context32768__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,32768,70,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context32768__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,32768,80,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context32768__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,32768,90,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context32768__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,32768,100,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context32768__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,4096,0,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context4096__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,4096,10,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context4096__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,4096,20,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context4096__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
chunkkv,4096,30,0.5,1,0.7096774147762748,eat a sandwich and sit in Dolores Park on a sunny day.,"Remember, the best thing to do in San Francisco is eat a sandwich and sit in Dolores Park on a sunny day.","/home10T/bzx/workspace/kvpress-study/evaluation/results/experiments/ATC26_needle_heatmap_llama31_8b_ratio50/artifacts/raw/needle_in_haystack__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__max_context4096__query_aware__needle_depth[0, 10, 20, 30, 40, 50, 6-9e39448d8b"
